"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
41,"admin.","married","secondary","no",0,"no","no","unknown",20,"jun",89,1,-1,0,"unknown","no"
45,"management","married","tertiary","no",2805,"no","no","cellular",19,"aug",91,2,-1,0,"unknown","no"
38,"admin.","divorced","secondary","no",407,"yes","yes","cellular",19,"aug",89,1,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",382,"yes","no","cellular",6,"apr",254,1,-1,0,"unknown","no"
21,"blue-collar","married","primary","no",-172,"yes","yes","cellular",15,"may",409,1,361,3,"failure","yes"
50,"self-employed","married","secondary","no",306,"no","no","unknown",19,"jun",37,1,-1,0,"unknown","no"
35,"housemaid","divorced","secondary","no",39,"no","no","cellular",31,"jul",149,2,-1,0,"unknown","no"
71,"retired","divorced","tertiary","yes",1236,"yes","no","cellular",14,"sep",335,4,-1,0,"unknown","yes"
44,"blue-collar","married","secondary","no",1671,"no","no","unknown",12,"jun",149,1,-1,0,"unknown","no"
36,"self-employed","married","secondary","no",44,"yes","no","cellular",18,"nov",199,1,-1,0,"unknown","no"
34,"management","single","tertiary","no",1012,"yes","yes","cellular",15,"may",109,3,-1,0,"unknown","no"
41,"management","married","tertiary","no",1234,"no","no","unknown",17,"jun",68,1,-1,0,"unknown","no"
32,"technician","married","secondary","no",91,"yes","no","cellular",12,"may",209,1,-1,0,"unknown","no"
30,"services","married","secondary","no",271,"yes","no","unknown",15,"may",365,1,-1,0,"unknown","no"
38,"management","married","tertiary","no",7124,"no","no","unknown",16,"jun",301,6,-1,0,"unknown","no"
34,"services","married","secondary","no",0,"yes","no","cellular",14,"jul",78,4,-1,0,"unknown","no"
33,"blue-collar","single","unknown","no",514,"yes","no","cellular",17,"apr",225,1,-1,0,"unknown","no"
23,"blue-collar","single","secondary","no",214,"yes","no","unknown",28,"may",44,1,-1,0,"unknown","no"
26,"technician","single","secondary","no",150,"yes","no","unknown",28,"may",216,1,-1,0,"unknown","no"
26,"self-employed","single","secondary","no",3676,"no","no","cellular",7,"apr",148,1,-1,0,"unknown","yes"
43,"services","married","primary","no",-88,"yes","yes","cellular",17,"apr",313,1,147,2,"failure","no"
20,"student","married","unknown","no",292,"no","no","cellular",4,"may",45,1,-1,0,"unknown","no"
30,"services","married","secondary","no",1808,"yes","no","cellular",18,"may",83,2,-1,0,"unknown","no"
31,"technician","single","tertiary","no",1081,"no","no","cellular",24,"apr",202,5,261,2,"failure","yes"
53,"management","married","unknown","no",527,"yes","no","cellular",23,"jul",71,3,-1,0,"unknown","no"
40,"blue-collar","divorced","secondary","no",393,"yes","yes","cellular",17,"jul",291,2,-1,0,"unknown","no"
33,"technician","divorced","secondary","no",948,"no","no","unknown",26,"jul",7,1,-1,0,"unknown","no"
60,"retired","married","tertiary","no",1336,"no","no","unknown",18,"jun",324,1,-1,0,"unknown","no"
42,"admin.","divorced","secondary","yes",723,"no","no","cellular",20,"nov",298,2,112,2,"other","no"
41,"blue-collar","married","secondary","no",140,"yes","no","cellular",3,"jun",96,1,125,2,"failure","no"
52,"technician","married","secondary","no",963,"yes","no","unknown",29,"may",74,2,-1,0,"unknown","no"
26,"admin.","single","secondary","no",3529,"no","yes","cellular",7,"sep",57,2,-1,0,"unknown","no"
35,"admin.","married","secondary","no",-112,"no","no","cellular",29,"jul",394,4,-1,0,"unknown","no"
28,"student","single","tertiary","no",737,"yes","no","unknown",27,"may",125,1,-1,0,"unknown","no"
38,"management","single","tertiary","no",889,"no","no","unknown",19,"may",197,4,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",-446,"no","no","unknown",3,"jun",180,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",6413,"no","no","cellular",13,"aug",517,2,-1,0,"unknown","no"
45,"blue-collar","married","primary","no",345,"yes","no","telephone",14,"may",289,3,-1,0,"unknown","no"
26,"management","divorced","tertiary","yes",-402,"no","yes","cellular",29,"jan",66,2,262,2,"failure","no"
49,"blue-collar","married","primary","no",408,"no","no","cellular",12,"aug",559,4,-1,0,"unknown","yes"
48,"blue-collar","married","secondary","no",1159,"yes","yes","cellular",15,"may",1181,9,-1,0,"unknown","no"
35,"housemaid","married","tertiary","no",20,"yes","yes","cellular",17,"jul",505,3,-1,0,"unknown","no"
35,"technician","single","secondary","no",-158,"no","no","unknown",26,"may",349,2,-1,0,"unknown","no"
26,"admin.","single","secondary","no",125,"no","no","cellular",6,"oct",63,1,63,7,"failure","no"
30,"services","married","secondary","no",10667,"no","no","cellular",20,"nov",140,1,-1,0,"unknown","no"
32,"admin.","single","tertiary","no",497,"yes","no","cellular",13,"aug",132,4,-1,0,"unknown","no"
50,"technician","divorced","secondary","no",0,"no","no","cellular",29,"sep",159,1,120,2,"failure","yes"
31,"entrepreneur","single","secondary","no",0,"no","no","telephone",13,"nov",160,1,-1,0,"unknown","yes"
27,"technician","single","secondary","no",8,"yes","no","unknown",20,"may",777,3,-1,0,"unknown","no"
45,"services","married","secondary","no",-32,"no","no","cellular",28,"jan",56,2,-1,0,"unknown","no"
46,"management","married","primary","no",589,"no","no","cellular",29,"jan",200,2,-1,0,"unknown","no"
47,"services","married","primary","no",1496,"yes","no","unknown",16,"may",211,2,-1,0,"unknown","no"
37,"management","married","primary","no",1506,"no","no","cellular",2,"nov",101,3,80,3,"success","no"
55,"admin.","single","secondary","no",645,"no","no","telephone",10,"jul",123,1,-1,0,"unknown","no"
37,"blue-collar","married","secondary","no",454,"yes","no","unknown",12,"may",115,1,-1,0,"unknown","no"
30,"housemaid","single","tertiary","no",3185,"yes","no","cellular",30,"dec",158,3,-1,0,"unknown","no"
60,"technician","married","secondary","no",116,"no","no","cellular",11,"aug",329,2,181,8,"success","yes"
54,"blue-collar","married","primary","no",0,"no","no","unknown",16,"jun",101,6,-1,0,"unknown","no"
33,"management","married","tertiary","no",150,"no","no","cellular",21,"aug",151,2,-1,0,"unknown","no"
35,"technician","single","secondary","no",2144,"yes","no","unknown",13,"may",188,2,-1,0,"unknown","no"
36,"management","married","tertiary","no",6138,"yes","yes","cellular",21,"nov",358,4,-1,0,"unknown","no"
32,"management","single","tertiary","no",577,"no","no","cellular",7,"aug",101,2,-1,0,"unknown","no"
43,"management","married","tertiary","no",839,"no","no","cellular",22,"jul",942,1,-1,0,"unknown","yes"
71,"self-employed","married","secondary","no",5946,"no","no","cellular",3,"jul",59,7,-1,0,"unknown","no"
49,"management","married","primary","no",363,"no","no","cellular",5,"feb",160,2,-1,0,"unknown","no"
28,"technician","single","tertiary","no",1080,"yes","no","cellular",18,"may",192,1,-1,0,"unknown","no"
57,"admin.","single","secondary","no",738,"no","no","cellular",17,"nov",56,1,-1,0,"unknown","no"
51,"blue-collar","married","primary","no",21614,"no","no","cellular",29,"aug",47,20,-1,0,"unknown","no"
36,"unemployed","single","secondary","no",115,"no","no","cellular",9,"feb",71,2,-1,0,"unknown","no"
30,"technician","married","secondary","no",743,"no","no","cellular",29,"jan",142,2,-1,0,"unknown","no"
41,"technician","married","secondary","no",2152,"no","no","cellular",30,"sep",134,1,121,1,"other","no"
69,"technician","married","tertiary","no",482,"no","no","cellular",4,"nov",101,1,-1,0,"unknown","no"
34,"management","single","tertiary","no",171,"yes","no","cellular",7,"may",191,1,294,1,"failure","no"
24,"student","single","secondary","no",382,"no","no","cellular",13,"aug",103,1,105,2,"success","no"
58,"retired","married","secondary","no",4725,"no","no","cellular",5,"aug",241,1,-1,0,"unknown","no"
34,"management","married","tertiary","no",498,"yes","no","cellular",29,"jan",84,1,251,2,"failure","no"
30,"technician","married","tertiary","no",3192,"yes","no","cellular",5,"mar",172,2,-1,0,"unknown","no"
43,"management","married","tertiary","no",460,"no","yes","cellular",7,"jul",94,1,-1,0,"unknown","no"
37,"technician","married","secondary","no",421,"yes","yes","cellular",17,"nov",85,1,-1,0,"unknown","no"
90,"retired","divorced","secondary","no",1,"no","no","cellular",13,"feb",152,3,-1,0,"unknown","yes"
35,"management","married","tertiary","no",77,"no","no","cellular",12,"aug",69,4,-1,0,"unknown","no"
31,"services","married","secondary","no",78,"yes","yes","cellular",14,"jul",97,2,-1,0,"unknown","no"
23,"blue-collar","married","primary","no",-213,"no","no","unknown",13,"may",165,2,-1,0,"unknown","no"
49,"services","married","secondary","no",823,"no","no","cellular",8,"aug",780,4,-1,0,"unknown","yes"
38,"admin.","single","tertiary","no",45789,"no","no","telephone",21,"jul",21,31,-1,0,"unknown","no"
19,"student","single","secondary","no",302,"no","no","cellular",16,"jul",205,1,-1,0,"unknown","yes"
42,"technician","divorced","secondary","no",58,"no","no","cellular",19,"aug",153,2,-1,0,"unknown","no"
29,"admin.","single","secondary","no",-194,"yes","no","cellular",7,"may",127,1,-1,0,"unknown","no"
56,"retired","married","primary","no",21,"no","no","cellular",29,"jul",324,7,-1,0,"unknown","no"
37,"self-employed","married","primary","no",90,"yes","no","telephone",6,"may",39,1,363,2,"failure","no"
28,"admin.","single","secondary","no",1277,"no","no","cellular",26,"mar",475,1,-1,0,"unknown","yes"
47,"blue-collar","married","primary","no",300,"yes","no","unknown",13,"may",103,3,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",99,"yes","no","cellular",15,"may",166,2,-1,0,"unknown","no"
44,"technician","married","tertiary","no",184,"yes","yes","cellular",5,"feb",653,3,8,2,"other","no"
29,"self-employed","single","tertiary","no",655,"no","no","cellular",23,"mar",273,1,-1,0,"unknown","yes"
32,"technician","single","tertiary","no",654,"yes","no","cellular",25,"may",615,4,-1,0,"unknown","yes"
59,"management","divorced","primary","no",13308,"yes","no","unknown",13,"may",131,1,-1,0,"unknown","no"
58,"management","divorced","tertiary","no",1257,"no","no","cellular",5,"aug",1536,1,-1,0,"unknown","yes"
36,"entrepreneur","married","secondary","no",2971,"no","no","cellular",12,"nov",247,1,97,8,"failure","yes"
28,"management","single","tertiary","no",-62,"no","no","unknown",12,"aug",17,1,-1,0,"unknown","no"
41,"entrepreneur","married","tertiary","no",3135,"yes","yes","unknown",20,"jun",160,3,-1,0,"unknown","no"
33,"unemployed","married","secondary","no",229,"yes","no","unknown",8,"may",205,4,-1,0,"unknown","no"
45,"technician","married","secondary","no",814,"no","no","cellular",1,"sep",691,2,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",76,"no","yes","cellular",28,"jul",50,4,-1,0,"unknown","no"
53,"services","married","secondary","no",33,"yes","no","unknown",19,"may",84,12,-1,0,"unknown","no"
52,"blue-collar","married","secondary","no",691,"yes","no","unknown",29,"may",158,1,-1,0,"unknown","no"
34,"technician","divorced","secondary","no",44,"yes","yes","cellular",21,"nov",244,2,-1,0,"unknown","no"
33,"technician","married","secondary","no",218,"yes","yes","cellular",10,"aug",162,1,161,4,"failure","no"
44,"admin.","single","secondary","no",1534,"no","no","cellular",10,"nov",95,1,95,3,"success","yes"
26,"blue-collar","married","secondary","no",986,"yes","no","unknown",5,"jun",209,3,-1,0,"unknown","no"
41,"technician","married","secondary","no",90,"no","no","unknown",9,"jun",171,2,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",7041,"yes","no","cellular",28,"jul",386,4,-1,0,"unknown","no"
46,"self-employed","married","secondary","no",-816,"yes","yes","cellular",15,"may",68,1,-1,0,"unknown","no"
41,"blue-collar","married","primary","no",-692,"yes","no","cellular",16,"apr",370,3,282,2,"failure","no"
56,"admin.","married","unknown","no",2038,"no","no","cellular",8,"feb",405,1,305,1,"success","no"
56,"technician","married","secondary","no",1938,"no","yes","cellular",26,"feb",229,1,192,4,"success","yes"
40,"blue-collar","married","secondary","no",1808,"yes","no","cellular",12,"may",560,1,-1,0,"unknown","yes"
29,"services","single","secondary","no",1274,"no","no","cellular",8,"jul",136,1,-1,0,"unknown","no"
39,"blue-collar","single","secondary","no",393,"yes","no","unknown",11,"jun",339,1,-1,0,"unknown","no"
57,"management","married","secondary","no",287,"no","yes","cellular",5,"feb",75,1,8,2,"other","no"
33,"admin.","divorced","secondary","no",335,"yes","no","cellular",21,"nov",347,1,184,2,"failure","no"
60,"management","married","secondary","no",0,"no","no","cellular",20,"may",321,4,87,8,"failure","no"
39,"management","married","tertiary","no",22,"yes","no","unknown",2,"jun",493,1,-1,0,"unknown","no"
49,"blue-collar","divorced","primary","no",24,"yes","no","cellular",11,"may",701,1,362,1,"success","yes"
58,"retired","married","secondary","no",901,"yes","yes","cellular",30,"jul",235,2,-1,0,"unknown","no"
54,"technician","married","secondary","no",433,"no","no","cellular",29,"jan",89,2,-1,0,"unknown","no"
30,"management","single","tertiary","no",2544,"no","no","cellular",9,"apr",152,2,-1,0,"unknown","yes"
34,"unemployed","married","secondary","no",2126,"yes","no","cellular",17,"jul",215,2,-1,0,"unknown","no"
37,"blue-collar","married","secondary","no",16,"yes","no","unknown",7,"may",250,1,-1,0,"unknown","no"
26,"student","single","secondary","no",100,"no","no","cellular",26,"may",445,1,-1,0,"unknown","yes"
38,"self-employed","married","secondary","no",30,"no","no","unknown",16,"jun",91,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",-296,"yes","no","cellular",14,"may",113,3,-1,0,"unknown","no"
32,"management","married","tertiary","no",71,"no","no","cellular",6,"aug",80,3,-1,0,"unknown","no"
32,"services","married","secondary","no",1076,"no","no","cellular",21,"nov",906,1,129,3,"failure","no"
36,"services","married","tertiary","no",562,"no","no","cellular",25,"may",90,1,-1,0,"unknown","no"
43,"management","married","unknown","no",275,"no","no","cellular",9,"apr",109,2,339,2,"failure","no"
49,"services","married","secondary","no",1084,"yes","no","telephone",17,"nov",99,1,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",264,"yes","yes","cellular",28,"jan",32,1,-1,0,"unknown","no"
27,"services","single","secondary","no",302,"no","no","cellular",8,"jan",151,1,189,1,"success","no"
30,"services","single","secondary","no",122,"yes","no","unknown",12,"may",501,2,-1,0,"unknown","no"
35,"technician","single","tertiary","no",670,"yes","no","cellular",28,"jul",177,18,-1,0,"unknown","no"
39,"admin.","married","tertiary","no",259,"yes","no","unknown",19,"may",27,1,-1,0,"unknown","no"
52,"services","married","primary","no",3016,"yes","yes","cellular",3,"feb",142,1,-1,0,"unknown","no"
59,"retired","divorced","primary","no",-110,"no","yes","unknown",4,"jul",195,1,-1,0,"unknown","no"
31,"technician","single","secondary","no",628,"yes","no","unknown",12,"may",1083,2,-1,0,"unknown","no"
43,"entrepreneur","married","tertiary","no",0,"yes","no","cellular",17,"nov",105,1,-1,0,"unknown","no"
45,"technician","married","secondary","no",118,"yes","no","unknown",7,"may",208,2,-1,0,"unknown","no"
49,"housemaid","married","secondary","no",3,"no","no","cellular",20,"aug",118,2,-1,0,"unknown","no"
30,"services","single","secondary","no",-174,"yes","no","unknown",7,"may",113,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",739,"yes","no","cellular",2,"feb",266,2,-1,0,"unknown","no"
49,"services","single","secondary","no",178,"yes","yes","cellular",29,"jan",197,1,-1,0,"unknown","no"
59,"technician","married","primary","no",4243,"yes","no","unknown",29,"may",233,1,-1,0,"unknown","no"
32,"self-employed","married","secondary","no",409,"no","no","cellular",9,"mar",217,2,-1,0,"unknown","yes"
84,"entrepreneur","married","secondary","no",0,"no","no","telephone",30,"sep",992,2,-1,0,"unknown","yes"
40,"housemaid","married","primary","no",0,"no","no","cellular",28,"aug",16,20,-1,0,"unknown","no"
34,"management","married","tertiary","no",158,"no","no","cellular",9,"sep",278,2,132,4,"failure","yes"
56,"technician","married","tertiary","no",3082,"yes","yes","unknown",30,"jun",444,3,-1,0,"unknown","no"
50,"management","married","tertiary","no",1158,"yes","no","unknown",30,"may",150,1,-1,0,"unknown","no"
58,"management","married","unknown","no",3658,"no","no","cellular",4,"may",55,2,-1,0,"unknown","no"
30,"services","married","secondary","no",208,"no","no","cellular",9,"sep",324,1,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",4143,"no","yes","unknown",16,"jun",78,5,-1,0,"unknown","no"
41,"management","divorced","tertiary","no",25,"yes","yes","cellular",26,"mar",117,2,-1,0,"unknown","yes"
30,"management","married","tertiary","no",94,"yes","no","cellular",6,"may",87,1,-1,0,"unknown","no"
35,"admin.","married","secondary","no",1098,"yes","yes","unknown",2,"jun",143,2,-1,0,"unknown","no"
27,"self-employed","single","tertiary","no",560,"no","no","telephone",3,"sep",543,9,465,2,"failure","no"
30,"admin.","single","tertiary","no",739,"yes","no","cellular",17,"apr",297,1,-1,0,"unknown","no"
43,"entrepreneur","single","unknown","no",323,"no","no","cellular",28,"jan",159,1,226,1,"success","no"
31,"blue-collar","married","primary","no",856,"yes","no","unknown",8,"may",303,3,-1,0,"unknown","no"
60,"management","divorced","primary","no",21,"no","yes","telephone",14,"jul",113,3,-1,0,"unknown","no"
51,"unemployed","married","tertiary","no",1801,"no","no","cellular",16,"apr",838,3,-1,0,"unknown","yes"
38,"admin.","divorced","secondary","no",-51,"no","yes","cellular",30,"jan",102,1,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",303,"no","no","cellular",18,"mar",265,1,-1,0,"unknown","yes"
44,"management","divorced","tertiary","no",0,"yes","yes","cellular",19,"nov",128,1,-1,0,"unknown","no"
55,"blue-collar","married","primary","no",0,"no","no","cellular",5,"aug",334,2,-1,0,"unknown","no"
58,"management","married","tertiary","no",16264,"no","no","telephone",17,"nov",215,3,-1,0,"unknown","no"
35,"admin.","married","secondary","no",-257,"no","no","cellular",28,"jan",117,3,-1,0,"unknown","no"
56,"housemaid","divorced","secondary","no",977,"no","no","cellular",7,"jul",1200,1,-1,0,"unknown","no"
40,"blue-collar","married","primary","no",558,"yes","yes","unknown",21,"may",56,3,-1,0,"unknown","no"
43,"management","married","tertiary","no",2450,"no","yes","cellular",20,"oct",124,1,-1,0,"unknown","no"
31,"admin.","single","secondary","no",387,"yes","no","cellular",13,"may",228,2,370,1,"failure","no"
37,"management","single","secondary","no",1572,"no","no","cellular",13,"may",499,3,-1,0,"unknown","no"
35,"admin.","single","secondary","no",181,"yes","no","cellular",18,"may",217,4,301,1,"failure","no"
33,"blue-collar","married","secondary","no",5441,"yes","no","cellular",30,"jul",312,6,-1,0,"unknown","no"
39,"blue-collar","single","primary","no",1790,"yes","no","unknown",4,"jun",229,6,-1,0,"unknown","no"
32,"admin.","married","secondary","no",2468,"yes","yes","cellular",28,"jul",131,4,-1,0,"unknown","no"
45,"management","single","tertiary","no",2067,"yes","no","cellular",13,"aug",393,2,462,1,"success","yes"
55,"retired","married","secondary","no",1279,"yes","no","cellular",13,"may",446,3,357,8,"other","no"
26,"technician","single","tertiary","no",401,"no","no","cellular",5,"may",188,2,-1,0,"unknown","yes"
46,"services","single","unknown","no",454,"no","no","cellular",24,"apr",155,9,-1,0,"unknown","no"
26,"blue-collar","single","secondary","yes",-23,"yes","no","unknown",12,"may",315,1,-1,0,"unknown","no"
28,"blue-collar","married","secondary","no",916,"yes","no","unknown",28,"may",206,1,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",841,"yes","no","unknown",19,"may",215,1,-1,0,"unknown","no"
43,"admin.","married","secondary","no",257,"no","no","cellular",29,"aug",186,6,-1,0,"unknown","no"
44,"admin.","married","secondary","no",0,"no","no","unknown",26,"may",85,3,-1,0,"unknown","no"
22,"services","single","secondary","no",250,"yes","no","cellular",18,"may",117,3,-1,0,"unknown","no"
31,"management","single","tertiary","no",18,"no","no","cellular",8,"aug",82,2,-1,0,"unknown","no"
29,"technician","married","secondary","no",767,"yes","no","cellular",5,"feb",253,1,-1,0,"unknown","no"
32,"services","married","secondary","no",315,"no","no","cellular",4,"aug",149,1,-1,0,"unknown","no"
30,"services","married","secondary","no",586,"yes","no","unknown",28,"may",187,4,-1,0,"unknown","no"
29,"services","single","secondary","no",102,"no","no","cellular",11,"jan",111,1,210,4,"failure","no"
36,"technician","married","secondary","no",26,"no","no","unknown",9,"jun",73,1,-1,0,"unknown","no"
33,"management","married","tertiary","no",310,"no","no","cellular",29,"aug",179,2,-1,0,"unknown","no"
34,"technician","single","tertiary","no",2283,"no","no","cellular",20,"nov",790,1,-1,0,"unknown","no"
36,"technician","married","tertiary","no",4388,"no","no","cellular",8,"aug",52,3,-1,0,"unknown","no"
26,"student","single","tertiary","no",1804,"no","no","cellular",6,"apr",156,2,-1,0,"unknown","no"
41,"management","married","primary","no",243,"yes","no","cellular",2,"feb",199,1,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",991,"yes","no","cellular",14,"may",111,2,-1,0,"unknown","no"
42,"blue-collar","married","secondary","no",0,"no","no","cellular",21,"jul",91,2,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",345,"yes","no","cellular",25,"jul",400,2,-1,0,"unknown","no"
49,"housemaid","married","primary","no",785,"no","no","unknown",16,"jun",190,6,-1,0,"unknown","no"
21,"services","single","secondary","no",3033,"yes","no","cellular",6,"may",347,1,-1,0,"unknown","no"
56,"services","married","unknown","no",0,"no","no","cellular",29,"jul",83,2,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",4998,"yes","no","unknown",14,"may",93,4,-1,0,"unknown","no"
56,"retired","divorced","tertiary","no",2774,"no","no","unknown",6,"jun",1288,3,-1,0,"unknown","no"
30,"admin.","married","primary","no",9,"yes","yes","cellular",16,"apr",323,1,-1,0,"unknown","no"
31,"technician","single","tertiary","no",0,"yes","no","cellular",17,"jul",90,1,-1,0,"unknown","no"
31,"services","married","secondary","no",182,"no","no","cellular",20,"aug",231,2,-1,0,"unknown","no"
52,"entrepreneur","married","tertiary","no",0,"no","no","unknown",19,"jun",163,3,-1,0,"unknown","no"
35,"management","single","tertiary","no",560,"yes","no","unknown",6,"may",181,1,-1,0,"unknown","no"
44,"management","married","tertiary","no",1954,"no","no","cellular",2,"jun",294,1,-1,0,"unknown","yes"
32,"self-employed","married","secondary","no",-1668,"yes","yes","cellular",16,"jul",166,6,-1,0,"unknown","no"
49,"management","married","tertiary","no",3842,"no","no","cellular",5,"apr",163,1,186,3,"failure","no"
60,"retired","married","secondary","no",2722,"no","no","cellular",12,"aug",506,2,-1,0,"unknown","yes"
37,"self-employed","divorced","tertiary","yes",353,"yes","yes","cellular",18,"nov",134,1,-1,0,"unknown","no"
40,"housemaid","single","primary","no",109,"yes","no","cellular",8,"may",308,1,367,3,"failure","no"
33,"management","single","tertiary","no",755,"yes","no","cellular",28,"aug",68,12,-1,0,"unknown","no"
35,"technician","single","tertiary","no",2658,"yes","no","cellular",19,"aug",768,2,141,3,"failure","yes"
55,"blue-collar","married","secondary","no",644,"no","no","cellular",21,"aug",42,3,-1,0,"unknown","no"
47,"management","married","tertiary","no",109,"yes","no","cellular",22,"jul",268,1,-1,0,"unknown","no"
57,"blue-collar","married","primary","no",5949,"yes","no","cellular",8,"apr",123,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",78,"yes","no","cellular",22,"jul",369,2,-1,0,"unknown","no"
31,"management","single","tertiary","no",47,"no","no","cellular",22,"aug",361,4,-1,0,"unknown","no"
42,"technician","divorced","tertiary","no",2517,"no","no","cellular",27,"aug",569,17,-1,0,"unknown","no"
32,"services","married","secondary","no",2068,"yes","yes","unknown",9,"may",143,1,-1,0,"unknown","no"
49,"admin.","married","secondary","no",0,"yes","no","cellular",17,"nov",201,1,-1,0,"unknown","no"
48,"blue-collar","married","primary","no",3886,"no","no","cellular",11,"aug",297,2,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",580,"yes","no","telephone",4,"feb",30,2,-1,0,"unknown","no"
28,"blue-collar","married","secondary","no",619,"no","no","telephone",7,"jul",327,2,-1,0,"unknown","no"
51,"blue-collar","married","primary","no",5206,"yes","no","cellular",20,"nov",168,3,-1,0,"unknown","no"
42,"housemaid","married","tertiary","no",-560,"yes","yes","cellular",9,"jul",630,4,-1,0,"unknown","no"
61,"management","married","tertiary","no",997,"no","no","cellular",10,"mar",106,1,-1,0,"unknown","yes"
33,"technician","married","secondary","no",668,"yes","yes","cellular",13,"may",771,2,173,4,"other","no"
58,"unknown","married","unknown","no",68,"no","no","cellular",2,"apr",268,1,-1,0,"unknown","yes"
42,"technician","married","secondary","no",994,"yes","no","cellular",25,"may",365,5,-1,0,"unknown","no"
26,"technician","single","secondary","no",3382,"no","no","cellular",24,"jul",844,5,-1,0,"unknown","no"
58,"retired","married","secondary","no",268,"yes","no","unknown",7,"may",516,1,-1,0,"unknown","no"
34,"technician","single","secondary","no",403,"no","no","cellular",5,"feb",319,2,-1,0,"unknown","no"
46,"retired","divorced","secondary","no",865,"no","no","unknown",17,"jun",117,11,-1,0,"unknown","no"
44,"housemaid","single","primary","no",1059,"no","no","unknown",18,"jun",2093,1,-1,0,"unknown","yes"
33,"management","married","tertiary","no",3401,"no","no","cellular",20,"nov",253,1,-1,0,"unknown","yes"
56,"housemaid","married","secondary","no",594,"yes","yes","unknown",25,"jun",151,1,-1,0,"unknown","no"
49,"housemaid","married","primary","no",249,"yes","no","cellular",21,"nov",450,1,-1,0,"unknown","no"
34,"technician","married","secondary","no",0,"no","no","cellular",9,"jul",628,1,-1,0,"unknown","no"
27,"technician","single","secondary","no",78,"yes","yes","cellular",18,"may",5,2,-1,0,"unknown","no"
32,"student","single","secondary","no",14,"no","no","cellular",19,"aug",144,3,136,1,"other","no"
47,"blue-collar","married","secondary","no",947,"no","yes","cellular",29,"aug",24,17,-1,0,"unknown","no"
28,"blue-collar","married","primary","no",278,"yes","yes","telephone",15,"may",31,9,373,4,"other","no"
57,"services","married","primary","no",3990,"yes","no","unknown",15,"may",309,2,-1,0,"unknown","no"
30,"technician","married","secondary","no",398,"yes","no","cellular",17,"apr",132,2,238,2,"failure","no"
49,"blue-collar","married","primary","no",284,"yes","no","unknown",19,"may",81,1,-1,0,"unknown","no"
35,"services","married","tertiary","no",0,"yes","no","unknown",2,"jun",312,2,-1,0,"unknown","no"
50,"admin.","married","secondary","no",0,"no","no","cellular",4,"aug",86,4,-1,0,"unknown","no"
58,"blue-collar","married","primary","no",494,"no","no","cellular",14,"aug",171,10,-1,0,"unknown","no"
29,"management","married","tertiary","no",137,"yes","yes","unknown",15,"may",1088,2,-1,0,"unknown","no"
46,"services","married","primary","no",43,"yes","no","unknown",3,"jun",86,5,-1,0,"unknown","no"
45,"services","single","secondary","no",1771,"no","no","unknown",18,"jun",50,2,-1,0,"unknown","no"
50,"services","married","secondary","no",254,"yes","no","cellular",15,"apr",397,2,337,1,"failure","no"
33,"entrepreneur","single","tertiary","no",1623,"yes","no","cellular",2,"sep",291,3,-1,0,"unknown","yes"
50,"admin.","divorced","secondary","no",237,"no","yes","telephone",5,"nov",169,1,-1,0,"unknown","yes"
47,"management","married","tertiary","no",1224,"no","no","cellular",21,"aug",189,2,-1,0,"unknown","no"
30,"services","married","secondary","no",78,"yes","no","cellular",6,"may",198,1,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",30,"no","no","cellular",14,"may",60,5,371,2,"failure","no"
41,"management","single","secondary","no",-277,"yes","no","cellular",12,"may",431,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",9,"no","no","cellular",11,"aug",386,4,-1,0,"unknown","yes"
55,"management","married","primary","no",384,"no","no","telephone",4,"feb",75,1,-1,0,"unknown","no"
34,"management","single","tertiary","no",3035,"no","no","cellular",20,"nov",1166,1,-1,0,"unknown","no"
28,"blue-collar","married","secondary","no",-25,"yes","no","cellular",5,"may",58,2,-1,0,"unknown","no"
30,"services","divorced","secondary","no",21,"no","no","cellular",17,"jul",49,1,-1,0,"unknown","no"
41,"blue-collar","married","primary","no",208,"yes","no","unknown",16,"may",315,3,-1,0,"unknown","no"
58,"management","married","tertiary","no",1394,"no","no","cellular",17,"aug",628,1,83,1,"other","no"
57,"retired","married","primary","no",0,"no","no","cellular",5,"aug",147,2,-1,0,"unknown","no"
